division,level,tournament,date,team1rough,team1_goals,team1_spirit,team2rough,team2_goals,team2_spirit,team1full,team2full,team1_strength,team2_strength,team1_goal_diff,team2_goal_diff,year,team1full_AUC_placing,team2full_AUC_placing,team1_division,team2_division,team1_ELO_before,team2_ELO_before,team1_ELO_after,team2_ELO_after,team1form_10,team2form_10,team1_H2H_win_rate,team2_H2H_win_rate
Womens,National,AUCD22021,2021-04-09,Zig Theory,15,11,Manly Margaritas/B,2,11,Zig Theory AUC2021,Manly Swell AUC2021,,,13,-13,2021,,,Division 2,Division 2,1237.5093836310484,1000.0,1261.5784665794886,975.9309170515596,0.4,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Hills,15,9,Valkyrie Ultimate,1,10,Hills Blackthorns AUC2021,Valkyrie Ultimate AUC2021,,,14,-14,2021,,,Division 2,Division 2,1083.7904910687505,957.901485122846,1102.6859550644267,929.5582891293316,0.6,0.4,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Melbourne Inferno,1,12,Underground,15,10,Melbourne Inferno AUC2021,Underground AUC2021,,,-14,14,2021,,,Division 2,Division 2,662.0151012545082,951.3226876019704,645.6295012254716,975.9010876455252,0.0,0.3333333333333333,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Factory Frenzy,4,11,Tempest,13,10,Factory Frenzy AUC2021,Tempest AUC2021,,,-9,9,2021,,,Division 2,Division 2,1075.4160799956508,928.8853353120508,1055.9280562127665,948.373359094935,0.7,0.4,0.6,0.4
Womens,National,AUCD22021,2021-04-09,Zig Theory,15,9,Valkyrie Ultimate,2,11,Zig Theory AUC2021,Valkyrie Ultimate AUC2021,,,13,-13,2021,,,Division 2,Division 2,1261.5784665794886,929.5582891293316,1283.9773477766182,907.1594079322016,0.4,0.3,1.0,0.0
Womens,National,AUCD22021,2021-04-09,Hills,10,10,Underground,6,9,Hills Blackthorns AUC2021,Underground AUC2021,,,4,-4,2021,,,Division 2,Division 2,1102.6859550644267,975.9010876455252,1111.5644277892363,962.5833785583108,0.7,0.42857142857142855,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Melbourne Inferno,3,11,NSU Aurora,9,10,Melbourne Inferno AUC2021,NSU Aurora AUC2021,,,-6,6,2021,,,Division 2,Division 2,645.6295012254716,983.2246467657352,637.7503033148159,995.0434436317186,0.0,0.2857142857142857,0.0,0.0
Womens,National,AUCD22021,2021-04-09,SWU Roar,10,11,Manly Margaritas/B,6,11,SWU Tigers Women's AUC2021,Manly Swell AUC2021,,,4,-4,2021,,,Division 2,Division 2,1009.2643452317936,975.9309170515596,1041.6122646280633,943.58299765529,0.5714285714285714,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Zig Theory,15,9,Tempest,3,11,Zig Theory AUC2021,Tempest AUC2021,,,12,-12,2021,,,Division 2,Division 2,1283.9773477766182,948.373359094935,1304.8245276647212,934.4752391695332,0.5,0.5,0.0,0.0
Womens,National,AUCD22021,2021-04-09,SWU Roar,9,9,Factory Frenzy,4,10,SWU Tigers Women's AUC2021,Factory Frenzy AUC2021,,,5,-5,2021,,,Division 2,Division 2,1041.6122646280633,1055.9280562127665,1060.8255492763417,1043.119199780581,0.625,0.6,1.0,0.0
Womens,National,AUCD22021,2021-04-09,Manly Margaritas/B,5,10,Hills,13,10,Manly Swell AUC2021,Hills Blackthorns AUC2021,,,-8,8,2021,,,Division 2,Division 2,943.58299765529,1111.5644277892363,925.384628076362,1123.6966741751885,0.0,0.7,0.0,0.0
Womens,National,AUCD22021,2021-04-09,Melbourne Inferno,6,11,Valkyrie Ultimate,10,12,Melbourne Inferno AUC2021,Valkyrie Ultimate AUC2021,,,-4,4,2021,,,Division 2,Division 2,637.7503033148159,907.1594079322016,631.1258361418003,917.0961086917252,0.0,0.2,0.0,1.0
Womens,National,AUCD22021,2021-04-09,NSU Aurora,10,12,Underground,12,10,NSU Aurora AUC2021,Underground AUC2021,,,-2,2,2021,,,Division 2,Division 2,995.0434436317186,962.5833785583108,964.4474181278216,993.1794040622076,0.375,0.375,1.0,0.0
Womens,National,AUC2021,2021-04-10,Sugar Magnolias,11,10,Spicy Chilly,15,11,Sugar Magnolias AUC2021,Spicy Chilly AUC2021,F,F,-4,4,2021,7.0,6.0,Division 1,Division 1,934.6530917627456,1375.9085062641086,923.1860880300376,1387.3755099968166,0.2,0.6,1.0,0.0
Womens,National,AUC2021,2021-04-10,Ellipsis,15,10,Melbourne Phoenix,1,10,Ellipsis AUC2021,Melbourne Phoenix AUC2021,F,F,14,-14,2021,1.0,8.0,Division 1,Division 1,1848.7808734358584,994.9066685164488,1859.362775285492,963.1609629675486,1.0,0.3,1.0,0.0
Womens,National,AUC2021,2021-04-10,Rogue,13,9,Factory Flash,12,12,Rogue AUC2021,Factory Flash AUC2021,F,F,1,-1,2021,3.0,5.0,Division 1,Division 1,1622.981239749014,1531.6283195136994,1627.91039800093,1526.6991612617835,0.6,0.6,0.8,0.2
Womens,National,AUC2021,2021-04-10,Manly Mavericks,15,8,GWS Blaze,6,10,Manly Ripped AUC2021,GWS Blaze AUC2021,F,F,9,-9,2021,2.0,4.0,Division 1,Division 1,1586.0813487835924,1469.3192069727202,1617.7394736442957,1458.7664986858192,0.7,0.2,0.8,0.2
Womens,National,AUC2021,2021-04-10,Manly Mavericks,15,9,Rogue,12,11,Manly Ripped AUC2021,Rogue AUC2021,F,F,3,-3,2021,2.0,3.0,Division 1,Division 1,1617.7394736442957,1627.91039800093,1633.8187151751467,1619.8707772355042,0.7,0.7,0.7,0.3
Womens,National,AUC2021,2021-04-10,Sugar Magnolias,5,11,Factory Flash,15,10,Sugar Magnolias AUC2021,Factory Flash AUC2021,F,F,-10,10,2021,7.0,5.0,Division 1,Division 1,923.1860880300376,1526.6991612617835,899.6716237281048,1534.5373160290944,0.2,0.5,0.0,1.0
Womens,National,AUC2021,2021-04-10,Melbourne Phoenix,0,10,GWS Blaze,15,11,Melbourne Phoenix AUC2021,GWS Blaze AUC2021,F,F,-15,15,2021,8.0,4.0,Division 1,Division 1,963.1609629675486,1458.7664986858192,927.5705818133662,1470.6299590705466,0.3,0.2,0.0,1.0
Womens,National,AUC2021,2021-04-10,Spicy Chilly,2,11,Ellipsis,15,10,Spicy Chilly AUC2021,Ellipsis AUC2021,F,F,-13,13,2021,6.0,1.0,Division 1,Division 1,1387.3755099968166,1859.362775285492,1356.0337195003174,1869.810038784325,0.6,1.0,0.0,1.0
Womens,National,AUCD22021,2021-04-10,Hills,10,11,Melbourne Inferno,3,10,Hills Blackthorns AUC2021,Melbourne Inferno AUC2021,,,7,-7,2021,,,Division 2,Division 2,1123.6966741751885,631.1258361418003,1131.5282366162885,623.2942737007003,0.8,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-10,NSU Aurora,8,8,Valkyrie Ultimate,9,8,NSU Aurora AUC2021,Valkyrie Ultimate AUC2021,,,-1,1,2021,,,Division 2,Division 2,964.4474181278216,917.0961086917252,935.8997836154906,945.643743204056,0.3333333333333333,0.2,0.0,0.0
Womens,National,AUCD22021,2021-04-10,SWU Roar,5,8,Underground,10,8,SWU Tigers Women's AUC2021,Underground AUC2021,,,-5,5,2021,,,Division 2,Division 2,1060.8255492763417,993.1794040622076,1018.999300647596,1035.0056526909532,0.6666666666666666,0.4444444444444444,1.0,0.0
Womens,National,AUCD22021,2021-04-10,Zig Theory,12,11,Factory Frenzy,7,10,Zig Theory AUC2021,Factory Frenzy AUC2021,,,5,-5,2021,,,Division 2,Division 2,1304.8245276647212,1043.119199780581,1316.4073444285464,1035.3973219380312,0.6,0.5,0.0,0.0
Womens,National,AUCD22021,2021-04-10,Tempest,9,10,Manly Margaritas/B,2,12,Tempest AUC2021,Manly Swell AUC2021,,,7,-7,2021,,,Division 2,Division 2,934.4752391695332,925.384628076362,948.7790473236377,903.9289158452052,0.4,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-10,Underground,10,10,Valkyrie Ultimate,7,13,Underground AUC2021,Valkyrie Ultimate AUC2021,,,3,-3,2021,,,Division 2,Division 2,1035.0056526909532,945.643743204056,1060.8428814822212,919.806514412788,0.5,0.3,0.0,0.0
Womens,National,AUCD22021,2021-04-10,Tempest,13,9,Melbourne Inferno,4,12,Tempest AUC2021,Melbourne Inferno AUC2021,,,9,-9,2021,,,Division 2,Division 2,948.7790473236377,623.2942737007003,959.7758622317532,612.2974587925847,0.5,0.0,1.0,0.0
Womens,National,AUCD22021,2021-04-10,Zig Theory,12,13,SWU Roar,1,12,Zig Theory AUC2021,SWU Tigers Women's AUC2021,,,11,-11,2021,,,Division 2,Division 2,1316.4073444285464,1018.999300647596,1336.3476419837118,999.0590030924304,0.6,0.6,0.0,0.0
Womens,National,AUCD22021,2021-04-10,Factory Frenzy,10,13,Manly Margaritas/B,6,10,Factory Frenzy AUC2021,Manly Swell AUC2021,,,4,-4,2021,,,Division 2,Division 2,1035.3973219380312,903.9289158452052,1044.18746618088,890.7436994809319,0.4,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-10,Hills,15,10,NSU Aurora,4,10,Hills Blackthorns AUC2021,NSU Aurora AUC2021,,,11,-11,2021,,,Division 2,Division 2,1131.5282366162885,935.8997836154906,1146.2013824828623,913.8900648156296,0.9,0.3,1.0,0.0
Womens,National,AUCD22021,2021-04-10,Tempest,9,10,Valkyrie Ultimate,10,10,Tempest AUC2021,Valkyrie Ultimate AUC2021,,,-1,1,2021,,,Division 2,Division 2,959.7758622317532,919.806514412788,950.416840718952,933.8450466819896,0.6,0.3,1.0,0.0
Womens,National,AUCD22021,2021-04-10,Underground,8,6,SWU Roar,4,8,Underground AUC2021,SWU Tigers Women's AUC2021,,,4,-4,2021,,,Division 2,Division 2,1060.8428814822212,999.0590030924304,1091.3833939117042,968.5184906629474,0.5,0.5,0.5,0.5
Womens,National,AUCD22021,2021-04-10,Factory Frenzy,14,11,Melbourne Inferno,7,11,Factory Frenzy AUC2021,Melbourne Inferno AUC2021,,,7,-7,2021,,,Division 2,Division 2,1044.18746618088,612.2974587925847,1052.339979462204,604.1449455112606,0.4,0.0,1.0,0.0
Womens,National,AUCD22021,2021-04-10,Manly Margaritas/B,5,11,NSU Aurora,13,10,Manly Swell AUC2021,NSU Aurora AUC2021,,,-8,8,2021,,,Division 2,Division 2,890.7436994809319,913.8900648156296,845.7404491738652,958.8933151226964,0.0,0.3,0.0,0.0
Womens,National,AUC2021,2021-04-11,Rogue,15,11,Sugar Magnolias,8,11,Rogue AUC2021,Sugar Magnolias AUC2021,F,F,7,-7,2021,3.0,7.0,Division 1,Division 1,1619.8707772355042,899.6716237281048,1625.296097966917,883.3956615338668,0.7,0.2,1.0,0.0
Womens,National,AUC2021,2021-04-11,Factory Flash,15,9,Melbourne Phoenix,3,11,Factory Flash AUC2021,Melbourne Phoenix AUC2021,F,F,12,-12,2021,5.0,8.0,Division 1,Division 1,1534.5373160290944,927.5705818133662,1543.8690106299591,899.5754980107723,0.5,0.3,1.0,0.0
Womens,National,AUC2021,2021-04-11,GWS Blaze,14,10,Spicy Chilly,9,11,GWS Blaze AUC2021,Spicy Chilly AUC2021,F,F,5,-5,2021,4.0,6.0,Division 1,Division 1,1470.6299590705466,1356.0337195003174,1478.2141162779042,1333.2812478782448,0.3,0.5,1.0,0.0
Womens,National,AUC2021,2021-04-11,Manly Mavericks,11,11,Ellipsis,13,11,Manly Ripped AUC2021,Ellipsis AUC2021,F,F,-2,2,2021,2.0,1.0,Division 1,Division 1,1633.8187151751467,1869.810038784325,1626.2177301281272,1873.6105313078344,0.8,1.0,0.0,1.0
Womens,National,AUC2021,2021-04-11,Factory Flash,14,11,GWS Blaze,15,10,Factory Flash AUC2021,GWS Blaze AUC2021,F,F,-1,1,2021,5.0,4.0,Division 1,Division 1,1543.8690106299591,1478.2141162779042,1536.4435289580997,1485.6395979497638,0.6,0.4,0.26666666666666666,0.7333333333333333
Womens,National,AUC2021,2021-04-11,Sugar Magnolias,3,12,Ellipsis,15,11,Sugar Magnolias AUC2021,Ellipsis AUC2021,F,F,-12,12,2021,7.0,1.0,Division 1,Division 1,883.3956615338668,1873.6105313078344,856.2831269292122,1882.6480428427196,0.1,1.0,0.0,1.0
Womens,National,AUC2021,2021-04-11,Manly Mavericks,15,10,Melbourne Phoenix,2,11,Manly Ripped AUC2021,Melbourne Phoenix AUC2021,F,F,13,-13,2021,2.0,8.0,Division 1,Division 1,1626.2177301281272,899.5754980107723,1646.0557965742278,869.8183983416216,0.7,0.3,0.0,0.0
Womens,National,AUC2021,2021-04-11,Rogue,15,10,Spicy Chilly,3,9,Rogue AUC2021,Spicy Chilly AUC2021,F,F,12,-12,2021,3.0,6.0,Division 1,Division 1,1625.296097966917,1333.2812478782448,1636.0619736042136,1300.983620966355,0.7,0.4,1.0,0.0
Womens,National,AUC2021,2021-04-11,Manly Mavericks,13,8,Rogue,12,9,Manly Ripped AUC2021,Rogue AUC2021,F,F,1,-1,2021,2.0,3.0,Division 1,Division 1,1646.0557965742278,1636.0619736042136,1658.4822847778578,1629.8487295023986,0.8,0.7,0.7272727272727273,0.2727272727272727
Womens,National,AUC2021,2021-04-11,Ellipsis,15,10,GWS Blaze,3,10,Ellipsis AUC2021,GWS Blaze AUC2021,F,F,12,-12,2021,1.0,4.0,Division 1,Division 1,1882.6480428427196,1485.6395979497638,1892.68689436166,1475.6007464308232,1.0,0.5,1.0,0.0
Womens,National,AUCD22021,2021-04-11,Zig Theory,13,12,Underground,4,11,Zig Theory AUC2021,Underground AUC2021,,,9,-9,2021,,,Division 2,Division 2,1336.3476419837118,1091.3833939117042,1354.2624555622722,1073.4685803331438,0.7,0.6,0.0,0.0
Womens,National,AUCD22021,2021-04-11,Hills,15,10,Valkyrie Ultimate,4,11,Hills Blackthorns AUC2021,Valkyrie Ultimate AUC2021,,,11,-11,2021,,,Division 2,Division 2,1146.2013824828623,933.8450466819896,1160.6140418077478,912.226057694662,0.9,0.4,1.0,0.0
Womens,National,AUCD22021,2021-04-11,SWU Roar,5,9,NSU Aurora,8,10,SWU Tigers Women's AUC2021,NSU Aurora AUC2021,,,-3,3,2021,,,Division 2,Division 2,968.5184906629474,958.8933151226964,936.3953217303545,991.0164840552894,0.4,0.4,0.0,0.0
Womens,National,AUCD22021,2021-04-11,Tempest,7,10,Factory Frenzy,8,11,Tempest AUC2021,Factory Frenzy AUC2021,,,-1,1,2021,,,Division 2,Division 2,950.416840718952,1052.339979462204,944.0560126421312,1058.7008075390247,0.6,0.4,0.5,0.5
Womens,National,AUCD22021,2021-04-11,Melbourne Inferno,7,10,Manly Margaritas/B,6,10,Melbourne Inferno AUC2021,Manly Swell AUC2021,,,1,-1,2021,,,Division 2,Division 2,604.1449455112606,845.7404491738652,617.1555900764446,826.2244823260892,0.0,0.0,0.0,0.0
Womens,National,AUCD22021,2021-04-11,Tempest,4,9,SWU Roar,8,8,Tempest AUC2021,SWU Tigers Women's AUC2021,,,-4,4,2021,,,Division 2,Division 2,944.0560126421312,936.3953217303545,932.3906701295452,953.8933354992334,0.6,0.3,0.5,0.5
Womens,National,AUCD22021,2021-04-11,Hills,12,10,Zig Theory,10,10,Hills Blackthorns AUC2021,Zig Theory AUC2021,,,2,-2,2021,,,Division 2,Division 2,1160.6140418077478,1354.2624555622722,1173.9091896290254,1334.3197338303555,0.9,0.8,0.0,0.0
Womens,National,AUCD22021,2021-04-11,Valkyrie Ultimate,4,13,Underground,13,11,Valkyrie Ultimate AUC2021,Underground AUC2021,,,-9,9,2021,,,Division 2,Division 2,912.226057694662,1073.4685803331438,872.477883295645,1113.2167547321606,0.4,0.6,0.0,1.0
Womens,National,AUCD22021,2021-04-11,Factory Frenzy,6,?,NSU Aurora,10,10,Factory Frenzy AUC2021,NSU Aurora AUC2021,,,-4,4,2021,,,Division 2,Division 2,1058.7008075390247,991.0164840552894,1052.22936927179,1010.430798856994,0.5,0.5,1.0,0.0
Womens,National,AUC2021,2021-04-12,GWS Blaze,10,12,Rogue,15,10,GWS Blaze AUC2021,Rogue AUC2021,F,F,-5,5,2021,4.0,3.0,Division 1,Division 1,1475.6007464308232,1629.8487295023986,1468.570936263722,1636.8785396694998,0.4,0.6,0.3076923076923077,0.6923076923076923
Womens,National,AUC2021,2021-04-12,Factory Flash,15,10,Spicy Chilly,4,11,Factory Flash AUC2021,Spicy Chilly AUC2021,F,F,11,-11,2021,5.0,6.0,Division 1,Division 1,1536.4435289580997,1300.983620966355,1546.9996248591783,1269.3153332631184,0.6,0.4,1.0,0.0
Womens,National,AUC2021,2021-04-12,Melbourne Phoenix,9,10,Sugar Magnolias,15,12,Melbourne Phoenix AUC2021,Sugar Magnolias AUC2021,F,F,-6,6,2021,8.0,7.0,Division 1,Division 1,869.8183983416216,856.2831269292122,838.7863205021522,887.3152047686816,0.2,0.0,0.5,0.5
Womens,National,AUC2021,2021-04-12,Ellipsis,15,11,Manly Mavericks,9,9,Ellipsis AUC2021,Manly Ripped AUC2021,F,F,6,-6,2021,1.0,2.0,Division 1,Division 1,1892.68689436166,1658.4822847778578,1899.5062666395672,1644.8435402220437,1.0,0.8,1.0,0.0
Womens,National,NGC2022,2022-01-29,Manly Mavericks,10,10,Surge,11,11,Manly Mavericks AUC2022,Surge AUC2022,M,M,-1,1,2022,4.0,11.0,Division 1,Division 1,1572.421770111022,1018.4882790324943,1560.0968894513312,1036.9756000220304,0.7,0.6,0.5,0.5
Womens,National,NGC2022,2022-01-29,Sugar Magnolia Ultimate #Y,7,10,GWS Blaze,15,?,Sugar Magnolia Ultimate #Y AUC2022,GWS Blaze AUC2022,,F,-8,8,2022,,6.0,Division 2,Division 1,1000.0,1484.2854681318609,986.6952568838116,1488.7203825039237,0.0,0.4,0.0,0.0
Womens,National,NGC2022,2022-01-29,Bench Womens,9,?,Sugar Magnolias,15,11,Branch W AUC2022,Sugar Magnolias AUC2022,,L,-6,6,2022,,10.0,Division 2,Division 1,1000.0,1193.6576023843409,985.4429430737198,1202.391836540109,0.0,0.1,0.0,0.0
Womens,National,NGC2022,2022-01-29,Surge,9,11,GWS Blaze,12,10,Surge AUC2022,GWS Blaze AUC2022,M,F,-3,3,2022,11.0,6.0,Division 1,Division 1,1036.9756000220304,1488.7203825039237,1032.1316319787427,1490.7387025219602,0.7,0.5,0.0,1.0
Womens,National,NGC2022,2022-01-29,Sugar Magnolia Ultimate #Y,10,11,Bench Womens,6,?,Sugar Magnolia Ultimate #Y AUC2022,Branch W AUC2022,,,4,-4,2022,,,Division 2,Division 2,986.6952568838116,985.4429430737198,1021.1141571350354,951.024042822496,0.0,0.0,0.0,0.0
Womens,National,NGC2022,2022-01-29,Manly Mavericks,4,?,Sugar Magnolias,14,11,Manly Mavericks AUC2022,Sugar Magnolias AUC2022,M,L,-10,10,2022,4.0,10.0,Division 1,Division 1,1560.0968894513312,1202.391836540109,1541.454503636014,1223.364520582341,0.6,0.2,0.8333333333333334,0.16666666666666666
Womens,National,NGC2022,2022-01-29,GWS Blaze,8,12,Manly Mavericks,9,10,GWS Blaze AUC2022,Manly Mavericks AUC2022,F,M,-1,1,2022,6.0,4.0,Division 1,Division 1,1490.7387025219602,1541.454503636014,1487.0322417444584,1547.3848408800168,0.6,0.5,0.16666666666666666,0.8333333333333334
Womens,National,NGC2022,2022-01-29,Surge,12,10,Bench Womens,4,10,Surge AUC2022,Branch W AUC2022,M,,8,-8,2022,11.0,,Division 1,Division 2,1032.1316319787427,951.024042822496,1048.6679668260315,930.3536242633847,0.7,0.0,0.0,0.0
Womens,National,NGC2022,2022-01-29,Sugar Magnolias,15,12,Sugar Magnolia Ultimate #Y,14,?,Sugar Magnolias AUC2022,Sugar Magnolia Ultimate #Y AUC2022,L,,1,-1,2022,10.0,,Division 1,Division 2,1223.364520582341,1021.1141571350354,1227.4761233036595,1014.2614859328368,0.3,0.5,0.0,0.0
Womens,National,NGC2022,2022-01-30,Bench Womens,7,10,Manly Mavericks,8,?,Branch W AUC2022,Manly Mavericks AUC2022,,M,-1,1,2022,,4.0,Division 2,Division 1,930.3536242633847,1547.3848408800168,928.22653615954,1548.519287868734,0.0,0.5,0.0,0.0
Womens,National,NGC2022,2022-01-30,Sugar Magnolias,4,9,GWS Blaze,9,?,Sugar Magnolias AUC2022,GWS Blaze AUC2022,L,F,-5,5,2022,10.0,6.0,Division 1,Division 1,1227.4761233036595,1487.0322417444584,1220.5015277250654,1490.9070170658997,0.4,0.6,0.0,1.0
Womens,National,NGC2022,2022-01-30,Sugar Magnolia Ultimate #Y,10,10,Surge,12,?,Sugar Magnolia Ultimate #Y AUC2022,Surge AUC2022,,M,-2,2,2022,,11.0,Division 2,Division 1,1014.2614859328368,1048.6679668260315,1001.121943644014,1059.1796006570898,0.3333333333333333,0.7,0.0,0.0
Womens,National,NGC2022,2022-01-30,Sugar Magnolias,5,10,Surge,10,?,Sugar Magnolias AUC2022,Surge AUC2022,L,M,-5,5,2022,10.0,11.0,Division 1,Division 1,1220.5015277250654,1059.1796006570898,1206.3247272831418,1078.0820012463212,0.4,0.7,0.8571428571428571,0.14285714285714285
Womens,National,NGC2022,2022-01-30,GWS Blaze,15,?,Bench Womens,2,11,GWS Blaze AUC2022,Branch W AUC2022,F,,13,-13,2022,6.0,,Division 1,Division 2,1490.9070170658997,928.22653615954,1497.6899349769922,907.8777824262628,0.6,0.0,0.0,0.0
Womens,National,NGC2022,2022-01-30,Manly Mavericks,15,?,Sugar Magnolia Ultimate #Y,3,12,Manly Mavericks AUC2022,Sugar Magnolia Ultimate #Y AUC2022,M,,12,-12,2022,4.0,,Division 1,Division 2,1548.519287868734,1001.121943644014,1558.611876384433,982.1983401770788,0.6,0.25,0.0,0.0
Womens,National,CCC2022,2022-02-13,Rogue,12,?,Sugar Magnolias,7,10,Rogue AUC2022,Sugar Magnolias AUC2022,F,F,5,-5,2022,7.0,10.0,Division 1,Division 1,1568.43926983475,1206.3247272831418,1571.7688643608565,1196.3359437048218,0.6,0.4,1.0,0.0
Womens,National,CCC2022,2022-02-13,Manly Mavericks,10,?,Surge,7,12,Manly Mavericks AUC2022,Surge AUC2022,F,F,3,-3,2022,4.0,11.0,Division 1,Division 1,1558.611876384433,1078.0820012463212,1562.499589638919,1072.250431364592,0.6,0.7,0.3333333333333333,0.6666666666666666
Womens,National,CCC2022,2022-02-13,Factory Flash,11,10,GWS Blaze,6,?,Factory Flash AUC2022,GWS Blaze AUC2022,F,F,5,-5,2022,8.0,6.0,Division 1,Division 1,1523.4998124295892,1497.6899349769922,1529.471748247547,1491.717999159034,0.6,0.7,0.25,0.75
Womens,National,CCC2022,2022-02-13,Surge,15,?,Sugar Magnolias,14,10,Surge AUC2022,Sugar Magnolias AUC2022,F,F,1,-1,2022,11.0,10.0,Division 1,Division 1,1072.250431364592,1196.3359437048218,1088.855788351912,1179.730586717502,0.6,0.4,0.25,0.75
Womens,National,CCC2022,2022-02-13,Manly Mavericks,9,?,Factory Flash,10,11,Manly Mavericks AUC2022,Factory Flash AUC2022,F,F,-1,1,2022,4.0,8.0,Division 1,Division 1,1562.499589638919,1529.471748247547,1553.2887662575345,1534.0771599382394,0.6,0.7,0.5,0.5
Womens,National,CCC2022,2022-02-13,Rogue,7,8,GWS Blaze,8,8,Rogue AUC2022,GWS Blaze AUC2022,F,F,-1,1,2022,7.0,6.0,Division 1,Division 1,1571.7688643608565,1491.717999159034,1566.669817329162,1496.8170461907284,0.7,0.6,0.7142857142857143,0.2857142857142857
Womens,National,CCC2022,2022-02-13,GWS Blaze,10,?,Sugar Magnolias,7,10,GWS Blaze AUC2022,Sugar Magnolias AUC2022,F,F,3,-3,2022,6.0,10.0,Division 1,Division 1,1496.8170461907284,1179.730586717502,1499.358042900978,1172.1075965867528,0.6,0.4,1.0,0.0
Womens,National,CCC2022,2022-02-13,Manly Mavericks,6,11,Rogue,9,10,Manly Mavericks AUC2022,Rogue AUC2022,F,F,-3,3,2022,4.0,7.0,Division 1,Division 1,1553.2887662575345,1566.669817329162,1543.0774767294338,1571.7754620932124,0.6,0.6,0.75,0.25
Womens,National,CCC2022,2022-02-13,Factory Flash,11,10,Surge,10,?,Factory Flash AUC2022,Surge AUC2022,F,F,1,-1,2022,8.0,11.0,Division 1,Division 1,1534.0771599382394,1088.855788351912,1535.1138944543109,1085.745584803698,0.7,0.6,1.0,0.0
Womens,National,VUC2022,2022-02-19,Valkyrie Ultimate,5,13,Melbourne Phoenix,10,11,Valkyrie Ultimate AUC2022,Melbourne Phoenix AUC2022,,,-5,5,2022,,,Division 2,Division 2,936.2389416478223,1169.393160251076,921.645681851984,1183.9864200469146,0.3,0.2,0.0,1.0
Womens,National,VUC2022,2022-02-19,Ellipsis Ampersand,15,10,Spicy Chilly,5,11,Ellipsis Ampersand AUC2022,Spicy Chilly AUC2022,F,F,10,-10,2022,1.0,12.0,Division 1,Division 1,1699.7531333197835,1384.657666631559,1714.276287500336,1341.088204089902,0.0,0.3,0.0,0.0
Womens,National,VUC2022,2022-02-19,Ellipsis Asterisk,13,10,Zig Theory,4,10,Ellipsis Asterisk AUC2022,Zig Theory AUC2022,F,,9,-9,2022,2.0,,Division 1,Division 2,1699.7531333197835,1167.159866915178,1705.5539749161671,1149.757342126027,0.0,0.7,0.0,0.0
Womens,National,VUC2022,2022-02-19,Ellipsis Ampersand,8,11,Ellipsis Asterisk,15,10,Ellipsis Ampersand AUC2022,Ellipsis Asterisk AUC2022,F,F,-7,7,2022,1.0,2.0,Division 1,Division 1,1714.276287500336,1705.5539749161671,1696.650391452545,1723.1798709639584,1.0,1.0,0.0,0.0
Womens,National,VUC2022,2022-02-19,Spicy Chilly,15,10,Melbourne Phoenix,2,11,Spicy Chilly AUC2022,Melbourne Phoenix AUC2022,F,,13,-13,2022,12.0,,Division 1,Division 2,1341.088204089902,1183.9864200469146,1372.2684505441248,1152.806173592692,0.2,0.3,1.0,0.0
Womens,National,VUC2022,2022-02-19,Zig Theory,15,10,Valkyrie Ultimate,2,11,Zig Theory AUC2022,Valkyrie Ultimate AUC2022,,,13,-13,2022,,,Division 2,Division 2,1149.757342126027,921.645681851984,1178.880419978966,892.5226039990448,0.7,0.3,1.0,0.0
Womens,National,VUC2022,2022-02-19,Ellipsis Ampersand,15,10,Valkyrie Ultimate,0,11,Ellipsis Ampersand AUC2022,Valkyrie Ultimate AUC2022,F,,15,-15,2022,1.0,,Division 1,Division 2,1696.650391452545,892.5226039990448,1714.8244649451394,838.0003835212607,0.5,0.3,0.0,0.0
Womens,National,VUC2022,2022-02-19,Ellipsis Asterisk,15,10,Spicy Chilly,5,10,Ellipsis Asterisk AUC2022,Spicy Chilly AUC2022,F,F,10,-10,2022,2.0,12.0,Division 1,Division 1,1723.1798709639584,1372.2684505441248,1737.287996953097,1329.944072576709,1.0,0.3,0.0,0.0
Womens,National,VUC2022,2022-02-19,Melbourne Phoenix,2,12,Zig Theory,15,9,Melbourne Phoenix AUC2022,Zig Theory AUC2022,,,-13,13,2022,,,Division 2,Division 2,1152.806173592692,1178.880419978966,1116.9174199412637,1214.7691736303943,0.2,0.8,0.0,1.0
Womens,National,VUC2022,2022-02-19,Zig Theory,11,8,Spicy Chilly,9,9,Zig Theory AUC2022,Spicy Chilly AUC2022,,F,2,-2,2022,,12.0,Division 2,Division 1,1214.7691736303943,1329.944072576709,1236.1873910238571,1308.5258551832462,0.8,0.3,1.0,0.0
Womens,National,VUC2022,2022-02-19,Ellipsis Ampersand,15,10,Melbourne Phoenix,1,10,Ellipsis Ampersand AUC2022,Melbourne Phoenix AUC2022,F,,14,-14,2022,1.0,,Division 1,Division 2,1714.8244649451394,1116.9174199412637,1723.503586029784,1090.8800566873304,0.6666666666666666,0.2,0.0,0.0
